 0.19%  ,python3.10d         ,[.] vectorcall_maybe.lto_priv.0
 0.19%  ,[unknown]           ,[k] 0xffffffffabe00225
 0.09%  ,ld-linux-x86-64.so.2,[.] openaux
 0.09%  ,libc.so.6           ,[.] __GI___pthread_self
 0.09%  ,libc.so.6           ,[.] __memmove_avx_unaligned_erms
 0.09%  ,libc.so.6           ,[.] _int_malloc
 0.09%  ,libcrypto.so.3      ,[.] OPENSSL_LH_insert
 0.09%  ,libcrypto.so.3      ,[.] 0x00000000000b2ed4
 0.09%  ,libm.so.6           ,[.] __sqrt_finite@GLIBC_2.15
 0.09%  ,python3.10d         ,[.] BB_setitem
 0.09%  ,python3.10d         ,[.] PyBool_FromLong
 0.09%  ,python3.10d         ,[.] PyList_New
 0.09%  ,python3.10d         ,[.] PyNumber_Add
 0.09%  ,python3.10d         ,[.] PyNumber_Long
 0.09%  ,python3.10d         ,[.] PyNumber_Multiply
 0.09%  ,python3.10d         ,[.] PyNumber_Negative
 0.09%  ,python3.10d         ,[.] PyObject_ClearWeakRefs
 0.09%  ,python3.10d         ,[.] PyObject_GC_Del
 0.09%  ,python3.10d         ,[.] PyObject_RichCompare
 0.09%  ,python3.10d         ,[.] PyUnicode_InternInPlace
 0.09%  ,python3.10d         ,[.] PyUnicode_New
 0.09%  ,python3.10d         ,[.] _PyEval_BuiltinsFromGlobals
 0.09%  ,python3.10d         ,[.] _PyMem_DebugMalloc
 0.09%  ,python3.10d         ,[.] _PyMem_DebugRawCalloc
 0.09%  ,python3.10d         ,[.] _PyNumber_Index
 0.09%  ,python3.10d         ,[.] _PyObject_GC_Alloc
 0.09%  ,python3.10d         ,[.] _PyObject_GenericGetAttrWithDict
 0.09%  ,python3.10d         ,[.] _PyObject_Realloc
 0.09%  ,python3.10d         ,[.] _PyPegen_is_memoized
 0.09%  ,python3.10d         ,[.] _PyTuple_ClearFreeList
 0.09%  ,python3.10d         ,[.] _PyTuple_MaybeUntrack
 0.09%  ,python3.10d         ,[.] _PyType_LookupId
